,Source,Destination,Class
5638,6136,5912,1
5639,6136,6359,1
5640,6136,5428,1
5641,6136,4669,1
5642,6136,2011,1
5643,6136,4595,1
5644,6136,5131,1
5645,6136,6402,1
5646,6136,2304,1
5647,6136,4168,1
5648,6136,5977,1
5649,6136,3288,1
5650,6136,6436,1
5651,6136,6448,1
5652,6136,3765,1
5653,6136,6930,1
5654,6136,5831,1
5655,6136,7023,1
5656,6136,5186,1
5657,6136,4682,1
5658,6136,5149,1
5659,6136,4709,1
5660,6136,3379,1
5661,6136,3828,1
5662,6136,5797,1
5663,6136,3401,1
5664,6136,4757,1
5665,6136,3050,1
5666,6136,3551,1
5667,6136,6130,1
5668,6136,4116,1
5669,6136,3905,1
5670,6136,3416,1
5671,6136,7091,1
5672,6136,5686,1
5673,6136,3026,1
5674,6136,6637,1
5675,6136,6649,1
5676,2044,5842,1
5677,2044,6459,1
5678,2044,6056,1
5679,2044,4949,1
5680,2044,6931,1
5681,2044,2447,1
5682,2044,2586,1
0,5268,7044,0
1,1800,5766,0
2,2592,6343,0
3,573,4783,0
4,2590,5856,0
5,5155,826,0
6,6964,4124,0
7,5034,1598,0
8,214,3399,0
9,3458,3685,0
10,1334,3345,0
11,1799,1165,0
12,4518,52,0
13,5730,6024,0
14,3377,3485,0
15,6717,4675,0
16,2447,1378,0
17,5378,6831,0
18,5541,6986,0
19,7098,6415,0
20,5069,1158,0
21,4976,2257,0
22,3773,6130,0
23,3263,1923,0
24,1553,2064,0
25,3263,6556,0
26,593,2338,0
27,6778,5818,0
28,6393,3664,0
29,807,2022,0
30,5187,4129,0
31,5034,5224,0
32,1472,2889,0
33,6590,3263,0
34,4913,6917,0
35,3354,3342,0
36,6492,3065,0
37,2447,778,0
38,4615,6072,0
39,1821,5201,0
40,1689,6160,0
41,2348,1673,0
42,4957,5467,0
43,5931,6436,0
44,6182,6764,0
45,1411,380,0
46,6961,6267,0
47,3047,26,0
48,6436,1495,0
49,1163,4957,0
50,7104,1277,0
51,1050,548,0
52,6676,563,0
53,1246,1653,0
54,4675,6661,0
55,1407,345,0
56,1766,6726,0
57,7023,383,0
58,494,6563,0
59,6583,5350,0
60,3198,3416,0
61,3050,919,0
62,4595,3354,0
63,4249,3204,0
64,2323,1674,0
65,244,1508,0
66,1126,674,0
67,3237,6511,0
68,6448,5439,0
69,4682,5912,0
70,1120,1545,0
71,6809,6924,0
72,6101,5131,0
73,6415,2202,0
74,1041,4974,0
75,2022,6910,0
76,3886,1554,0
77,4808,3392,0
78,1930,6716,0
79,5095,1904,0
80,4164,3031,0
81,1446,258,0
82,3320,4203,0
83,1246,4798,0
84,4621,3553,0
85,2426,3378,0
86,2225,388,0
87,6258,2059,0
88,6059,5108,0
89,3353,3042,0
90,4030,2845,0
91,5210,93,0
92,4249,1,0
93,1209,2064,0
94,2348,2334,0
95,6917,2262,0
96,6001,6368,0
97,1286,4090,0
98,4847,2759,0
99,1883,3607,0
100,4694,5921,0
101,2531,3886,0
102,5095,5333,0
103,7043,5447,0
104,3942,4004,0
105,3117,2872,0
106,4274,4314,0
107,132,971,0
108,3268,3551,0
109,6436,3495,0
110,1237,3973,0
111,3668,1725,0
112,5921,1766,0
113,3124,4624,0
114,6033,2394,0
115,4242,4694,0
116,958,788,0
117,2991,1075,0
118,5069,748,0
119,4816,5918,0
120,6490,1446,0
121,3616,5912,0
122,3184,1557,0
123,3939,6199,0
124,4962,4021,0
125,2155,4090,0
126,7125,153,0
127,3053,3396,0
128,23,1433,0
129,4957,6098,0
130,6061,4444,0
131,2669,5803,0
132,5854,3597,0
133,3605,4367,0
134,778,1812,0
135,824,3268,0
136,1812,304,0
137,5730,938,0
138,6801,5494,0
139,1041,3804,0
140,5269,3638,0
141,2262,1290,0
142,6216,899,0
143,4694,1803,0
144,4718,3345,0
145,6223,1661,0
146,1755,2842,0
147,6581,1126,0
148,1773,5210,0
149,3869,2873,0
150,2345,5069,0
151,4439,3797,0
152,5482,2759,0
153,4406,4870,0
154,5802,1378,0
155,5802,2589,0
156,6202,4539,0
157,4314,4552,0
158,4314,823,0
159,7095,2294,0
160,16,4004,0
161,4621,6964,0
162,901,1519,0
163,1,2004,0
164,4235,3925,0
165,2114,351,0
166,6649,899,0
167,6357,3198,0
168,826,2533,0
169,5797,4639,0
170,2262,674,0
171,5831,3784,0
172,6131,4235,0
173,7093,5912,0
174,3371,4469,0
175,3547,919,0
176,5945,3198,0
177,5234,3042,0
178,5766,5333,0
179,4976,366,0
180,3379,5302,0
181,3377,5355,0
182,4027,154,0
183,112,4251,0
184,986,244,0
185,3499,958,0
186,3297,1508,0
187,3895,1044,0
188,3084,2428,0
189,3942,195,0
190,3185,1977,0
191,1495,351,0
192,3275,2447,0
193,1956,3378,0
194,1458,4065,0
195,5087,4921,0
196,6778,2987,0
197,4709,2248,0
198,6368,5519,0
199,748,3607,0
200,1402,6870,0
201,1812,4718,0
202,5074,6022,0
203,2035,2967,0
204,4251,4065,0
205,2509,5742,0
206,6714,1198,0
207,1930,3844,0
208,2130,5209,0
209,2820,2284,0
210,7091,5913,0
211,1529,563,0
212,6279,5419,0
213,6691,2044,0
214,5138,4782,0
215,3946,6244,0
216,2202,4799,0
217,1553,1904,0
218,2547,2381,0
219,7112,2458,0
220,5467,6277,0
221,1198,7060,0
222,4793,4164,0
223,214,120,0
224,1513,392,0
225,5315,1519,0
226,4370,1186,0
227,1002,824,0
228,4876,4552,0
229,3397,2381,0
230,4129,4371,0
231,2769,1689,0
232,1752,5710,0
233,280,3053,0
234,3248,5439,0
235,5523,3450,0
236,3371,6072,0
237,6737,2248,0
238,3288,1821,0
239,7104,2338,0
240,972,2547,0
241,4702,5104,0
242,5143,986,0
243,5243,195,0
244,2295,6034,0
245,3198,568,0
246,6793,986,0
247,6383,3621,0
248,6223,1804,0
249,5854,2352,0
250,4065,6393,0
251,3784,3551,0
252,1803,6127,0
253,2315,3458,0
254,5913,5768,0
255,2987,5396,0
256,4657,5792,0
257,6804,7021,0
258,2781,1351,0
259,5519,362,0
260,26,6691,0
261,5753,3828,0
262,5931,5945,0
263,6865,5234,0
264,351,2617,0
265,2087,3392,0
266,2732,1411,0
267,974,5338,0
268,5690,5979,0
269,5138,1661,0
270,1755,5256,0
271,2403,6804,0
272,3651,3256,0
273,5091,2330,0
274,3204,5934,0
275,3462,2252,0
276,6359,3646,0
277,6563,4469,0
278,1821,6563,0
279,6421,6731,0
280,6091,2865,0
281,6917,6001,0
282,5934,4793,0
283,4984,4721,0
284,3520,3184,0
285,4367,6691,0
286,3646,173,0
287,3268,2589,0
288,6716,3905,0
289,6676,2987,0
290,5710,3668,0
291,3925,1800,0
292,5108,372,0
293,824,4168,0
294,5466,3504,0
295,5068,2323,0
296,6793,5186,0
297,7023,5981,0
298,2315,3132,0
299,3935,3668,0
300,4015,2044,0
301,5789,6511,0
302,2873,833,0
303,3371,986,0
304,2155,6563,0
305,2759,1856,0
306,6267,6731,0
307,383,6178,0
308,1883,932,0
309,147,2130,0
310,1488,700,0
311,3465,4886,0
312,7119,6210,0
313,6917,1519,0
314,3021,2168,0
315,6436,4399,0
316,2614,133,0
317,5824,6383,0
318,6753,6130,0
319,2186,6584,0
320,637,4155,0
321,792,1428,0
322,6986,2098,0
323,2017,4219,0
324,2451,863,0
325,5387,6716,0
326,4524,466,0
327,6091,2011,0
328,1370,1598,0
329,4818,3263,0
330,214,1867,0
331,1335,1752,0
332,5167,6203,0
333,4841,1464,0
334,7043,1474,0
335,1753,5482,0
336,2685,1047,0
337,5748,4030,0
338,790,6221,0
339,1462,1124,0
340,6917,4748,0
341,6921,3416,0
342,4341,4016,0
343,5987,1193,0
344,7004,4639,0
345,5876,2531,0
346,2428,857,0
347,2447,1277,0
348,863,4597,0
349,4370,469,0
350,3275,5911,0
351,6808,6072,0
352,6118,4418,0
353,2451,3973,0
354,4709,4757,0
355,3389,2428,0
356,1472,1380,0
357,301,5831,0
358,4274,2762,0
359,2394,4253,0
360,5758,3728,0
361,3688,3407,0
362,1654,1042,0
363,6160,3935,0
364,2507,2509,0
365,5350,3975,0
366,2509,4016,0
367,2378,4231,0
368,6806,1238,0
369,4191,3335,0
370,3198,593,0
371,2661,6689,0
372,2811,2614,0
373,2378,6465,0
374,6227,153,0
375,1603,26,0
376,4531,4020,0
377,2323,1407,0
378,542,2381,0
379,1869,3119,0
380,6310,372,0
381,3465,1464,0
382,3184,941,0
383,6383,4524,0
384,7022,2294,0
385,5458,6056,0
386,6199,2019,0
387,932,3026,0
388,6127,446,0
389,5911,2507,0
390,1,6436,0
391,5447,388,0
392,430,5895,0
393,5209,4783,0
394,6244,2381,0
395,3840,1912,0
396,7080,6581,0
397,2345,6033,0
398,3323,6116,0
399,5333,2887,0
400,5419,890,0
401,3646,7021,0
402,710,133,0
403,6783,2155,0
404,2426,5854,0
405,380,3416,0
406,1554,2991,0
407,3653,1327,0
408,2125,3119,0
409,3026,3840,0
410,3925,3551,0
411,2088,1904,0
412,7060,1376,0
413,3026,6676,0
414,4732,7053,0
415,3053,217,0
416,5611,243,0
417,6001,3688,0
418,736,2114,0
419,6890,1673,0
420,1402,375,0
421,5742,5591,0
422,863,301,0
423,941,3378,0
424,7119,3616,0
425,2352,1728,0
426,3990,3597,0
427,6645,6359,0
428,3117,2605,0
429,4065,1977,0
430,7080,4595,0
431,345,1433,0
432,5624,3864,0
433,1050,2049,0
434,5753,1804,0
435,6878,6383,0
436,4658,3305,0
437,430,4793,0
438,4016,6600,0
439,3935,2719,0
440,4886,2294,0
441,5068,3389,0
442,4524,5748,0
443,3462,5453,0
444,2555,5355,0
445,5214,2759,0
446,991,7042,0
447,6755,4164,0
448,6368,4659,0
449,844,638,0
450,1766,6591,0
451,6808,5186,0
452,972,1554,0
453,6964,269,0
454,3069,1884,0
455,6555,5910,0
456,6563,4816,0
457,4254,3822,0
458,6339,3399,0
459,5591,1553,0
460,5784,2323,0
461,6216,4976,0
462,5439,1755,0
463,4488,1549,0
464,2177,5355,0
465,3379,6227,0
466,506,2531,0
467,4621,2143,0
468,2394,5842,0
469,5950,2811,0
470,6910,3462,0
471,3558,1050,0
472,4681,2019,0
473,153,1414,0
474,1257,4143,0
475,2889,4314,0
476,4748,3389,0
477,141,5509,0
478,6689,432,0
479,2451,1856,0
480,2987,2635,0
481,5298,844,0
482,3297,5789,0
483,1904,1751,0
484,4923,5913,0
485,966,901,0
486,1984,3320,0
487,3773,3354,0
488,5007,991,0
489,3132,112,0
490,4615,4919,0
491,3285,52,0
492,5302,2509,0
493,5409,1944,0
494,1390,2348,0
495,4542,466,0
496,2762,739,0
497,6216,719,0
498,4143,4624,0
499,1003,2143,0
500,7060,3256,0
501,3219,6203,0
502,5571,5409,0
503,3248,2330,0
504,3309,1313,0
505,2509,5648,0
506,3773,6809,0
507,4254,6556,0
508,5965,548,0
509,6581,5981,0
510,7044,6808,0
511,4028,1085,0
512,3895,6812,0
513,4046,5981,0
514,5995,5957,0
515,1751,446,0
516,5494,3065,0
517,2378,5856,0
518,3840,6091,0
519,2295,4682,0
520,6000,5803,0
521,704,1471,0
522,6964,6098,0
523,6621,2623,0
524,2087,2466,0
525,1557,5789,0
526,4597,779,0
527,4919,823,0
528,1958,3547,0
529,1246,2661,0
530,2635,343,0
531,3416,4531,0
532,548,3407,0
533,901,3285,0
534,6135,6244,0
535,2330,906,0
536,863,2781,0
537,4748,2719,0
538,1661,2177,0
539,3829,4979,0
540,3912,596,0
541,1519,3120,0
542,5569,2888,0
543,7057,1370,0
544,5789,1414,0
545,6583,4694,0
546,5453,6231,0
547,4658,5886,0
548,2428,1930,0
549,1787,2022,0
550,5104,5753,0
551,5447,1674,0
552,2186,1863,0
553,6563,5913,0
554,5403,3621,0
555,5797,3248,0
556,2685,2262,0
557,1840,6865,0
558,1124,3407,0
559,6584,3050,0
560,6865,157,0
561,6082,3969,0
562,526,6258,0
563,174,844,0
564,301,432,0
565,5120,6138,0
566,6862,4129,0
567,5333,1399,0
568,3343,2334,0
569,7098,3485,0
570,6737,844,0
571,5447,778,0
572,3797,1047,0
573,6637,2088,0
574,2547,2526,0
575,3436,3241,0
576,1987,4196,0
577,5831,3905,0
578,5792,2522,0
579,7104,4886,0
580,6986,4021,0
581,5191,6368,0
582,3084,3726,0
583,2252,4444,0
584,573,1977,0
585,1002,2522,0
586,6491,4974,0
587,5419,1530,0
588,4597,2555,0
589,5628,1645,0
590,2888,3160,0
591,3117,3084,0
592,2872,3946,0
593,425,675,0
594,3688,919,0
595,176,4858,0
596,5283,1554,0
597,1334,5995,0
598,4962,5776,0
599,3389,4682,0
600,6368,5047,0
601,5759,16,0
602,5201,1956,0
603,2685,7093,0
604,6081,5628,0
605,120,2997,0
606,5831,5748,0
607,4314,3065,0
608,5087,4371,0
609,3728,4984,0
610,1075,2034,0
611,5378,958,0
612,2439,1334,0
613,4675,2163,0
614,6480,2114,0
615,573,6917,0
616,5403,5611,0
617,2034,4469,0
618,6022,6035,0
619,6930,3436,0
620,2509,1351,0
621,2175,7021,0
622,5419,4001,0
623,4782,5197,0
624,3371,6135,0
625,2466,4150,0
626,570,1661,0
627,5167,5842,0
628,1428,4675,0
629,1120,1209,0
630,5921,3275,0
631,6870,4371,0
632,826,792,0
633,1912,6343,0
634,4439,596,0
635,4861,877,0
636,3725,4518,0
637,5628,3285,0
638,1558,4021,0
639,120,2044,0
640,1535,3840,0
641,6061,4231,0
642,6809,1163,0
643,2323,548,0
644,4256,4370,0
645,4484,2533,0
646,23,6801,0
647,5556,7057,0
648,3688,2202,0
649,1186,375,0
650,3740,652,0
651,2061,24,0
652,4219,901,0
653,154,2168,0
654,6722,570,0
655,1804,5826,0
656,4251,6726,0
657,3248,1376,0
658,5675,6277,0
659,4399,4783,0
660,6645,637,0
661,3198,4913,0
662,4531,5069,0
663,5934,2059,0
664,2968,6526,0
665,2049,1555,0
666,3379,2934,0
667,7034,5417,0
668,1654,4531,0
669,3288,1752,0
670,5509,3354,0
671,1555,3819,0
672,793,1124,0
673,3184,5494,0
674,2022,2338,0
675,6033,5556,0
676,6372,6131,0
677,6022,1237,0
678,5784,2348,0
679,1165,3694,0
680,6676,2617,0
681,3323,4615,0
682,3605,3551,0
683,5069,823,0
684,3504,392,0
685,2571,899,0
686,5303,4137,0
687,2106,2338,0
688,5069,2262,0
689,5466,5034,0
690,2275,3396,0
691,2155,1508,0
692,1689,2904,0
693,3946,4612,0
694,4001,4251,0
695,5209,4624,0
696,3747,1283,0
697,2403,5087,0
698,1751,3485,0
699,7004,5628,0
700,5931,5408,0
701,4341,5519,0
702,6475,3773,0
703,1554,1290,0
704,5529,4408,0
705,5276,4657,0
706,4137,1488,0
707,1158,3378,0
708,4253,878,0
709,3219,4315,0
710,826,3819,0
711,243,1987,0
712,6258,4242,0
713,2934,1867,0
714,2247,2362,0
715,7104,1003,0
716,4919,4399,0
717,739,2838,0
718,4274,2845,0
719,366,6335,0
720,4681,4968,0
721,2362,1728,0
722,6136,788,0
723,6691,4046,0
724,2555,4251,0
725,5519,3184,0
726,6809,6584,0
727,3547,1327,0
728,1481,4253,0
729,6590,5108,0
730,3256,4256,0
731,5965,6465,0
732,6717,6267,0
733,3026,7109,0
734,4135,1059,0
735,3939,1433,0
736,2163,4015,0
737,3138,1549,0
738,6804,1530,0
739,4191,343,0
740,6310,1472,0
741,1378,4798,0
742,1554,5467,0
743,351,3436,0
744,5419,4518,0
745,3185,5482,0
746,5402,244,0
747,7119,4702,0
748,5895,4858,0
749,4191,4469,0
750,1513,4611,0
751,878,4150,0
752,1198,428,0
753,878,1003,0
754,6199,3747,0
755,4469,16,0
756,2098,3739,0
757,4406,1246,0
758,5228,345,0
759,4231,2064,0
760,3668,6186,0
761,6779,3388,0
762,5460,4367,0
763,1979,2889,0
764,3621,3713,0
765,2534,4242,0
766,6533,2130,0
767,863,3685,0
768,6778,4065,0
769,6210,1473,0
770,5977,3397,0
771,1124,919,0
772,301,5167,0
773,6491,6415,0
774,2362,1751,0
775,4921,5104,0
776,7093,6101,0
777,3688,3664,0
778,5417,4235,0
779,1433,5749,0
780,3765,3566,0
781,5268,141,0
782,2451,4531,0
783,4886,4816,0
784,3688,4968,0
785,205,6131,0
786,5787,4611,0
787,1603,5485,0
788,3864,4702,0
789,1483,6882,0
790,1812,6244,0
791,3547,6101,0
792,7091,1161,0
793,1911,3397,0
794,1186,3618,0
795,5243,4400,0
796,3566,2623,0
797,4600,3547,0
798,7042,2262,0
799,3973,425,0
800,5396,6383,0
801,425,2887,0
802,2842,1488,0
803,3787,2275,0
804,4681,6035,0
805,5074,1428,0
806,2098,428,0
807,2522,1923,0
808,4144,475,0
809,2509,2458,0
810,5950,1655,0
811,4374,1,0
812,3241,4902,0
813,3905,6135,0
814,4962,4748,0
815,6211,3084,0
816,6717,3119,0
817,7004,1731,0
818,4533,6448,0
819,3844,6755,0
820,5965,3492,0
821,4444,3682,0
822,133,52,0
823,744,4315,0
824,470,5529,0
825,2865,366,0
826,2294,1283,0
827,1840,375,0
828,3804,6436,0
829,5825,7119,0
830,3069,506,0
831,1439,432,0
832,5934,2098,0
833,5485,7060,0
834,5918,1519,0
835,1930,3939,0
836,4314,1755,0
837,4065,1075,0
838,5387,6091,0
839,5482,2125,0
840,4658,383,0
841,778,1334,0
842,4524,3869,0
843,6645,3486,0
844,2635,2059,0
845,7050,2904,0
846,4553,3694,0
847,1237,4539,0
848,362,1554,0
849,4155,1911,0
850,3975,6783,0
851,1911,3305,0
852,901,2547,0
853,972,3651,0
854,6741,823,0
855,3747,4553,0
856,6160,6221,0
857,2035,2661,0
858,470,568,0
859,6415,1535,0
860,4721,1380,0
861,2592,1481,0
862,1884,4876,0
863,6034,1290,0
864,3638,1162,0
865,1856,6130,0
866,4065,3499,0
867,2888,2444,0
868,6931,5256,0
869,5797,6930,0
870,2889,1912,0
871,5315,4611,0
872,5690,5467,0
873,3638,1978,0
874,3392,3204,0
875,2904,4974,0
876,1382,6793,0
877,824,4658,0
878,5069,494,0
879,1529,3868,0
880,5312,2555,0
881,2586,56,0
882,1956,4303,0
883,3486,5987,0
884,6393,345,0
885,938,1944,0
886,4639,1219,0
887,4748,6676,0
888,6722,3616,0
889,4624,3084,0
890,6115,6600,0
891,744,6621,0
892,2927,4796,0
893,6778,3495,0
894,2592,6033,0
895,4356,1978,0
896,6930,3975,0
897,5556,1661,0
898,2175,5766,0
899,3065,3397,0
900,4694,1334,0
901,5591,217,0
902,5690,3263,0
903,3773,5628,0
904,5155,3407,0
905,301,7095,0
906,4957,2323,0
907,5710,2052,0
908,6139,4341,0
909,6787,3618,0
910,4611,1395,0
911,5074,4553,0
912,4164,2378,0
913,6480,1165,0
914,1290,7104,0
915,362,5910,0
916,3607,3495,0
917,7021,1508,0
918,4488,2845,0
919,5541,6689,0
920,5494,490,0
921,475,4682,0
922,2202,4444,0
923,24,2562,0
924,1209,570,0
925,6492,4015,0
926,4974,4826,0
927,2466,4962,0
928,4274,5466,0
929,824,3747,0
930,1390,5886,0
931,269,4798,0
932,5269,4254,0
933,3285,1911,0
934,6115,1439,0
935,2257,1787,0
936,5759,2011,0
937,1912,844,0
938,2202,4630,0
939,6203,5215,0
940,1439,6131,0
941,4870,3173,0
942,6130,3740,0
943,1483,6741,0
944,2444,1351,0
945,494,112,0
946,4876,3784,0
947,1912,6716,0
948,5675,5234,0
949,112,5509,0
950,4315,258,0
951,6166,2049,0
952,133,779,0
953,56,351,0
954,4231,2130,0
955,2547,1209,0
956,494,6116,0
957,3840,3991,0
958,6098,3566,0
959,899,6778,0
960,180,489,0
961,2889,807,0
962,3912,6465,0
963,2088,3747,0
964,4315,4065,0
965,826,1692,0
966,4718,3026,0
967,2426,3462,0
968,6480,1399,0
969,1047,375,0
970,1378,6277,0
971,5187,1977,0
972,1378,3653,0
973,2526,5854,0
974,1863,2345,0
975,1553,1,0
976,366,4921,0
977,1654,6810,0
978,243,2294,0
979,3021,4721,0
980,573,1618,0
981,258,4553,0
982,5979,2334,0
983,3354,2842,0
984,1428,6717,0
985,5519,1978,0
986,2125,6127,0
987,1165,4137,0
988,3651,3396,0
989,6024,3485,0
990,5369,5592,0
991,2316,362,0
992,1080,4876,0
993,2315,901,0
994,6526,2809,0
995,5950,5854,0
996,6081,1059,0
997,1549,5758,0
998,5338,3323,0
999,1545,2114,0
1000,2820,3685,0
1001,2997,4539,0
1002,5338,1080,0
1003,2338,4150,0
1004,7057,2447,0
1005,6166,1003,0
1006,4256,1158,0
1007,2316,2252,0
1008,1313,573,0
1009,2294,1080,0
1010,6600,1387,0
1011,3047,2394,0
1012,6831,5797,0
1013,1661,2106,0
1014,4595,3263,0
1015,4282,4408,0
1016,6258,5628,0
1017,4219,6676,0
1018,7004,6415,0
1019,2949,1411,0
1020,3618,5550,0
1021,2997,3047,0
1022,3335,1884,0
1023,5167,1725,0
1024,2444,700,0
1025,7043,5494,0
1026,446,1549,0
1027,3450,5460,0
1028,2661,2035,0
1029,3694,4111,0
1030,4868,3263,0
1031,7027,2009,0
1032,6480,345,0
1033,93,6731,0
1034,2011,2614,0
1035,1427,683,0
1036,52,1209,0
1037,6383,432,0
1038,4168,991,0
1039,2889,153,0
1040,5895,6490,0
1041,1519,2889,0
1042,4887,7112,0
1043,1979,446,0
1044,3184,7098,0
1045,4144,4748,0
1046,2034,4001,0
1047,2484,2155,0
1048,217,6061,0
1049,6310,4669,0
1050,1382,5787,0
1051,5104,5686,0
1052,6930,1904,0
1053,1351,6930,0
1054,6199,1186,0
1055,3886,739,0
1056,3597,6101,0
1057,2590,3504,0
1058,5210,593,0
1059,5167,5854,0
1060,958,3132,0
1061,4137,1120,0
1062,4682,1399,0
1063,2022,4524,0
1064,469,737,0
1065,652,6244,0
1066,2809,6882,0
1067,5378,3740,0
1068,3651,6131,0
1069,5792,4518,0
1070,5167,3120,0
1071,1198,1673,0
1072,425,513,0
1073,301,1558,0
1074,3939,675,0
1075,1519,1508,0
1076,6810,1124,0
1077,4847,5787,0
1078,5453,3485,0
1079,489,4143,0
1080,5201,5913,0
1081,3688,4902,0
1082,6227,3591,0
1083,6436,5091,0
1084,823,4129,0
1085,3462,1867,0
1086,4484,2262,0
1087,5143,5886,0
1088,2740,258,0
1089,2247,5802,0
1090,4870,5149,0
1091,2019,3713,0
1092,4793,6753,0
1093,2130,5453,0
1094,2799,1402,0
1095,5104,370,0
1096,7053,6621,0
1097,1246,7125,0
1098,2534,3248,0
1099,3618,3053,0
1100,301,3416,0
1101,1382,5995,0
1102,1370,5768,0
1103,6059,5303,0
1104,2304,1513,0
1105,857,1472,0
1106,6402,2362,0
1107,3021,4124,0
1108,6722,3458,0
1109,674,5191,0
1110,4065,3285,0
1111,5387,5408,0
1112,2872,475,0
1113,5186,3618,0
1114,6645,5338,0
1115,2605,5753,0
1116,6556,7042,0
1117,573,2004,0
1118,1977,790,0
1119,133,1059,0
1120,1106,2017,0
1121,596,5624,0
1122,4757,2533,0
1123,3055,4675,0
1124,2330,5572,0
1125,2175,344,0
1126,6722,5214,0
1127,2838,4249,0
1128,7112,2130,0
1129,4700,6108,0
1130,1535,52,0
1131,243,4235,0
1132,2114,4818,0
1133,6227,5034,0
1134,6870,4621,0
1135,4400,3132,0
1136,5283,6034,0
1137,2614,2685,0
1138,3621,6181,0
1139,6716,5209,0
1140,4469,6035,0
1141,3160,275,0
1142,2022,244,0
1143,1458,788,0
1144,6372,3607,0
1145,3946,1085,0
1146,5350,5167,0
1147,1162,2175,0
1148,6383,5910,0
1149,2252,6806,0
1150,5792,573,0
1151,5854,2316,0
1152,6061,1414,0
1153,6581,3706,0
1154,1334,2514,0
1155,3263,2889,0
1156,5485,4030,0
1157,6584,638,0
1158,4783,919,0
1159,2248,1553,0
1160,1655,1529,0
1161,6210,1414,0
1162,6059,4552,0
1163,5748,5224,0
1164,1080,901,0
1165,5108,2177,0
1166,3621,3399,0
1167,6787,2732,0
1168,7042,1728,0
1169,4798,6931,0
1170,5283,4253,0
1171,3902,469,0
1172,5302,4111,0
1173,5550,7093,0
1174,3392,245,0
1175,6202,737,0
1176,5710,3248,0
1177,258,1715,0
1178,5439,5803,0
1179,6882,1884,0
1180,4868,3335,0
1181,5069,1645,0
1182,1471,6812,0
1183,833,1246,0
1184,5789,3504,0
1185,6343,3342,0
1186,3621,4858,0
1187,3784,1193,0
1188,3268,5378,0
1189,6081,1085,0
1190,7022,4137,0
1191,157,5201,0
1192,4341,154,0
1193,2052,1283,0
1194,2130,1979,0
1195,141,833,0
1196,6862,6277,0
1197,1390,637,0
1198,4484,3389,0
1199,3138,4974,0
1200,6166,2526,0
1201,5842,807,0
1202,2882,132,0
1203,3787,5648,0
1204,2526,4201,0
1205,5453,638,0
1206,3739,1553,0
1207,5509,4612,0
1208,675,1812,0
1209,2022,5243,0
1210,4253,3378,0
1211,3031,6190,0
1212,243,744,0
1213,5428,1568,0
1214,779,2509,0
1215,3407,4020,0
1216,6910,1390,0
1217,6372,2439,0
1218,958,1715,0
1219,7027,245,0
1220,6862,506,0
1221,2987,6059,0
1222,5987,3905,0
1223,1603,15,0
1224,675,4861,0
1225,6722,6081,0
1226,2143,1836,0
1227,4657,2125,0
1228,5969,7004,0
1229,6533,3275,0
1230,6024,5934,0
1231,972,2394,0
1232,6768,1131,0
1233,4203,3728,0
1234,1542,6136,0
1235,5087,3160,0
1236,5758,5742,0
1237,6182,5034,0
1238,4469,5965,0
1239,2842,2617,0
1240,4124,157,0
1241,1755,2968,0
1242,6056,3533,0
1243,1799,4979,0
1244,2811,2838,0
1245,3605,5201,0
1246,7021,5276,0
1247,2589,343,0
1248,1483,3621,0
1249,5759,5467,0
1250,1488,833,0
1251,3379,952,0
1252,2466,343,0
1253,2009,1395,0
1254,6930,788,0
1255,4164,3754,0
1256,4001,1471,0
1257,1869,3773,0
1258,4612,1427,0
1259,7021,1106,0
1260,4406,3533,0
1261,4129,6130,0
1262,4793,5191,0
1263,1804,5453,0
1264,793,1944,0
1265,4682,739,0
1266,5856,6024,0
1267,6359,6621,0
1268,2143,1529,0
1269,1529,2845,0
1270,6691,2872,0
1271,4984,506,0
1272,6583,3335,0
1273,7004,1085,0
1274,5315,2592,0
1275,4444,5191,0
1276,6607,1904,0
1277,6000,5234,0
1278,7015,542,0
1279,5918,3829,0
1280,6108,3119,0
1281,1411,779,0
1282,489,24,0
1283,4090,1557,0
1284,3597,2439,0
1285,2088,3616,0
1286,5895,6310,0
1287,4533,6116,0
1288,5648,269,0
1289,2809,3845,0
1290,5776,5439,0
1291,5950,6691,0
1292,5541,6878,0
1293,6000,1725,0
1294,5276,683,0
1295,1042,132,0
1296,6082,1836,0
1297,7060,3886,0
1298,1402,6033,0
1299,615,3973,0
1300,4826,2218,0
1301,675,6072,0
1302,4757,4444,0
1303,5851,301,0
1304,5730,6921,0
1305,6482,6555,0
1306,2252,1508,0
1307,154,6600,0
1308,7098,3912,0
1309,4030,4098,0
1310,877,7027,0
1311,5536,5913,0
1312,5302,1334,0
1313,4757,1483,0
1314,1411,4303,0
1315,3305,3120,0
1316,6415,6421,0
1317,3621,4968,0
1318,432,3323,0
1319,3499,1508,0
1320,1840,2590,0
1321,4921,3621,0
1322,2284,5197,0
1323,3378,1283,0
1324,4808,2458,0
1325,6511,5748,0
1326,1390,4976,0
1327,704,6042,0
1328,2295,3894,0
1329,2799,6081,0
1330,4439,4682,0
1331,2589,3886,0
1332,470,2444,0
1333,4884,6001,0
1334,3688,7050,0
1335,3399,2623,0
1336,1869,3694,0
1337,2533,5400,0
1338,5931,6082,0
1339,5797,6368,0
1340,4030,674,0
1341,790,1277,0
1342,4337,3869,0
1343,2967,1568,0
1344,596,3305,0
1345,2924,2059,0
1346,6357,6890,0
1347,3138,1568,0
1348,704,4030,0
